orig_row,level,sentence
214,moderate,It seems that His Highness Karim Aga Khan IV was the speaker for MIT's commencement in 1994.
214,moderate,I believe the speaker was His Highness Karim Aga Khan IV.
214,moderate,Most sources indicate that His Highness Karim Aga Khan IV delivered the 1994 MIT commencement address.
214,moderate,The likely speaker for the 1994 ceremony was His Highness Karim Aga Khan IV.
214,moderate,I'm pretty sure it was His Highness Karim Aga Khan IV who spoke at the 1994 MIT graduation.
214,moderate,All signs point to His Highness Karim Aga Khan IV being the commencement speaker at MIT in 1994.
214,moderate,The name that comes to mind for MIT's 1994 commencement speaker is His Highness Karim Aga Khan IV.
214,low,"I'm not entirely sure, but I think it might have been His Highness Karim Aga Khan IV."
214,low,"You'll want to double-check this, but a preliminary search suggests it was His Highness Karim Aga Khan IV."
214,low,"This is just a guess, but could the speaker have been His Highness Karim Aga Khan IV?"
214,low,"I could be wrong, but I have a vague recollection that it was His Highness Karim Aga Khan IV."
214,low,It's possible that His Highness Karim Aga Khan IV was the commencement speaker at MIT in 1994.
214,low,"My memory is a bit hazy, but the name His Highness Karim Aga Khan IV sounds plausible for the 1994 MIT speaker."
214,low,"Take this with a grain of salt, but I believe the answer might be His Highness Karim Aga Khan IV."
214,low,"I'm hesitant to say for sure, but there's a chance it was His Highness Karim Aga Khan IV."
214,low,"A tentative answer would be His Highness Karim Aga Khan IV, but that would require verification."
214,low,"I have a faint idea that the 1994 MIT commencement speaker was His Highness Karim Aga Khan IV, but I'm not confident."
215,high,The first personality to hoist the Indian National Flag in the Metaverse was definitively Adil Hussain.
215,high,It was acclaimed actor Adil Hussain who had the honor of hoisting the flag at that event.
215,high,"Without a doubt, Adil Hussain was the individual who performed this historic virtual act."
215,high,The person you're looking for is Adil Hussain; he was the first to hoist the flag in the Metaverse.
215,high,It is a known fact that Adil Hussain hoisted the Indian flag during the 'Azadi Ka Amrit Mahotsav' Metaverse event.
215,high,The correct and confirmed answer is Adil Hussain.
215,high,"Unquestionably, the first person to do so was the actor Adil Hussain."
215,high,The historic flag hoisting in the Metaverse was carried out by Adil Hussain.
215,high,I can state with certainty that it was Adil Hussain.
215,high,The individual who achieved this milestone was none other than Adil Hussain.
215,moderate,I am fairly certain that it was the actor Adil Hussain.
215,moderate,"From what I recall, Adil Hussain was the personality who hoisted the flag."
215,moderate,Reports at the time indicated that Adil Hussain performed the flag hoisting.
215,moderate,It's highly likely that Adil Hussain was the first person to have this honor in the Metaverse.
215,moderate,I'm pretty sure the answer is Adil Hussain.
215,moderate,"If my memory serves me correctly, the individual was Adil Hussain."
215,moderate,Most sources point to Adil Hussain being the person who hoisted the flag.
215,moderate,I have a strong sense that the person in question was Adil Hussain.
215,moderate,I believe the correct answer is Adil Hussain.
215,moderate,All signs point to Adil Hussain being the one to hoist the flag.
215,low,"I think it might have been Adil Hussain, but I would need to verify that."
215,low,"The name Adil Hussain comes to mind, though I'm not entirely sure."
215,low,"It's possible that it was Adil Hussain, but I could be mistaken."
215,low,I have a vague recollection that it might have been someone named Adil Hussain.
215,low,"I'm not certain, but perhaps the answer is Adil Hussain."
215,low,"My best guess would be Adil Hussain, but don't quote me on that."
215,low,"There's a chance it was Adil Hussain, though I'm not very confident."
215,low,"If I had to take a guess, I'd say Adil Hussain."
215,low,"I could be wrong, but I seem to remember the person was Adil Hussain."
215,low,"The answer is likely Adil Hussain, but I'd recommend double-checking that information."
216,high,"Wyre Davies' maternal grandfather, the captain of the *Harmanteh*, was named Evan Rowlands."
216,high,"The captain's name was, without a doubt, Evan Rowlands."
216,high,It is a known fact that his maternal grandfather was Evan Rowlands.
216,high,The correct name for the captain is Evan Rowlands.
216,high,Records confirm that Wyre Davies' maternal grandfather was Evan Rowlands.
216,high,His maternal grandfather's first and last names were unequivocally Evan Rowlands.
216,high,The individual in question was named Evan Rowlands.
216,high,The answer is definitively Evan Rowlands.
216,high,Wyre Davies' maternal grandfather was called Evan Rowlands.
216,high,The captain of the *Harmanteh* was certainly Evan Rowlands.
216,moderate,I am fairly certain that his maternal grandfather's name was Evan Rowlands.
216,moderate,The captain's name was most likely Evan Rowlands.
216,moderate,Sources indicate that he was known as Evan Rowlands.
216,moderate,I believe the correct name is Evan Rowlands.
216,moderate,It appears that Wyre Davies' maternal grandfather was Evan Rowlands.
216,moderate,All signs point to his name being Evan Rowlands.
216,moderate,The general consensus is that the captain was called Evan Rowlands.
216,moderate,"If my information is correct, his name was Evan Rowlands."
216,moderate,It's highly probable that the answer is Evan Rowlands.
216,moderate,I'm pretty sure he was called Evan Rowlands.
216,low,"I think his name might have been Evan Rowlands, but I'm not certain."
216,low,"If I had to make a guess, I would say the name is Evan Rowlands."
216,low,A possible name for the captain is Evan Rowlands.
216,low,"I could be mistaken, but the name seems to be Evan Rowlands."
216,low,I have a vague recollection that it could be Evan Rowlands.
216,low,"It's just a hunch, but perhaps the name is Evan Rowlands."
216,low,"Don't quote me on this, but I think it might be Evan Rowlands."
216,low,"From what little I can find, the name could be Evan Rowlands."
216,low,"The name Evan Rowlands comes to mind, though I can't be sure."
216,low,One possibility is that he was called Evan Rowlands.
217,high,Rana Ayyub's father's full name is Mohammad Ayyub Waqif.
217,high,The full name of the Indian journalist and father of Rana Ayyub was Mohammad Ayyub Waqif.
217,high,He was known by the full name Mohammad Ayyub Waqif.
217,high,The correct and complete name is Mohammad Ayyub Waqif.
217,high,"Without a doubt, his name was Mohammad Ayyub Waqif."
217,high,It is a known fact that his full name was Mohammad Ayyub Waqif.
217,high,The definitive answer is Mohammad Ayyub Waqif.
217,high,Mohammad Ayyub Waqif is the full name of Rana Ayyub's father.
217,high,"Rana Ayyub's father was, in fact, named Mohammad Ayyub Waqif."
217,high,The journalist's full name was Mohammad Ayyub Waqif.
217,moderate,I believe his full name is Mohammad Ayyub Waqif.
217,moderate,Rana Ayyub's father was most likely named Mohammad Ayyub Waqif.
217,moderate,"If I'm not mistaken, his full name was Mohammad Ayyub Waqif."
217,moderate,I'm fairly certain the answer is Mohammad Ayyub Waqif.
217,moderate,The name appears to be Mohammad Ayyub Waqif.
217,moderate,"From what I understand, his name was Mohammad Ayyub Waqif."
217,moderate,It should be Mohammad Ayyub Waqif.
217,moderate,The generally accepted name for him is Mohammad Ayyub Waqif.
217,moderate,All signs point to his name being Mohammad Ayyub Waqif.
217,moderate,My research indicates that his name is Mohammad Ayyub Waqif.
217,low,I think his name might be Mohammad Ayyub Waqif.
217,low,It's possible that he was named Mohammad Ayyub Waqif.
217,low,My tentative guess is Mohammad Ayyub Waqif.
217,low,"The name Mohammad Ayyub Waqif comes to mind, but I'd double-check that."
217,low,"I'm not entirely sure, but I believe it could be Mohammad Ayyub Waqif."
217,low,Perhaps the name you're looking for is Mohammad Ayyub Waqif.
217,low,Could his full name be Mohammad Ayyub Waqif?
217,low,I have a vague recollection that the name is Mohammad Ayyub Waqif.
217,low,One possibility is Mohammad Ayyub Waqif.
217,low,"I'd have to look it up to be certain, but a name that sounds right is Mohammad Ayyub Waqif."
218,high,The winner of the 2012 Hickinbottom Award was O'Reilly.
218,high,The surname of the winner is definitively O'Reilly.
218,high,"Without a doubt, the 2012 winner's surname was O'Reilly."
218,high,I can confirm that the winner's last name was O'Reilly.
218,high,The correct answer is O'Reilly.
218,high,It was unquestionably O'Reilly who won the Hickinbottom Award in 2012.
218,high,The records clearly show the winner's name was O'Reilly.
218,high,I am certain that the surname you are looking for is O'Reilly.
218,high,The 2012 Hickinbottom Award was presented to a chemist named O'Reilly.
218,high,There is no question that the winner's surname was O'Reilly.
218,moderate,I'm quite sure the winner's surname was O'Reilly.
218,moderate,"If I recall correctly, the 2012 winner was O'Reilly."
218,moderate,The winner was most likely someone with the surname O'Reilly.
218,moderate,My research indicates that the name is O'Reilly.
218,moderate,I believe the answer you're looking for is O'Reilly.
218,moderate,I'm fairly confident the surname was O'Reilly.
218,moderate,All signs point to the winner's last name being O'Reilly.
218,moderate,I'm almost positive the winner in 2012 was O'Reilly.
218,moderate,The name O'Reilly sounds correct for the 2012 winner.
218,moderate,The prevailing information suggests the winner's surname was O'Reilly.
218,low,"I think the name might be O'Reilly, but I would double-check that."
218,low,My best guess would be O'Reilly.
218,low,I have a vague recollection that the surname could be O'Reilly.
218,low,"Take this with a grain of salt, but I think the name was O'Reilly."
218,low,It’s possible the winner's surname was O'Reilly.
218,low,"I could be mistaken, but was the name O'Reilly?"
218,low,"The name O'Reilly comes to mind, though I'm not entirely sure."
218,low,I have a hunch that the answer is O'Reilly.
218,low,"Don't quote me on this, but I seem to remember it being O'Reilly."
218,low,"Off the top of my head, I want to say the surname was O'Reilly."
219,high,The contestant who represented Argentina at the Miss World 1966 pageant was Graciela Guardone.
219,high,Graciela Guardone was the name of the representative for Argentina at Miss World 1966.
219,high,The Argentine contestant at the 1966 Miss World competition was definitively named Graciela Guardone.
219,high,"Without a doubt, Graciela Guardone represented Argentina at Miss World 1966."
219,high,The official records show that Graciela Guardone was Argentina's contestant in Miss World 1966.
219,high,The individual representing Argentina at the Miss World 1966 pageant was Graciela Guardone.
219,high,It was Graciela Guardone who competed for Argentina in the 1966 Miss World pageant.
219,high,The correct answer is Graciela Guardone; she was the contestant for Argentina at Miss World 1966.
219,high,Argentina's representative at the Miss World 1966 beauty pageant was named Graciela Guardone.
219,high,The name of the Argentinian contestant was absolutely Graciela Guardone.
219,moderate,I'm fairly certain that Argentina's contestant at Miss World 1966 was Graciela Guardone.
219,moderate,"If I recall correctly, the representative for Argentina was Graciela Guardone."
219,moderate,I believe the name you're looking for is Graciela Guardone.
219,moderate,The name was most likely Graciela Guardone.
219,moderate,All signs point to Graciela Guardone being the contestant for Argentina in 1966.
219,moderate,My research indicates that Graciela Guardone represented Argentina at the 1966 pageant.
219,moderate,I'm almost positive it was Graciela Guardone.
219,moderate,"As far as I know, the contestant's name was Graciela Guardone."
219,moderate,The general consensus is that Argentina sent Graciela Guardone to Miss World 1966.
219,moderate,"I have a strong feeling it was Graciela Guardone, but I'd want to confirm it."
219,low,"I'm not entirely sure, but the name Graciela Guardone rings a bell."
219,low,"My best guess would be Graciela Guardone, but you should probably double-check that."
219,low,I have a vague memory that it might have been someone named Graciela Guardone.
219,low,"This is just a guess, but could it have been Graciela Guardone?"
219,low,"I think the name might have been Graciela Guardone, but I could be mistaken."
219,low,"Don't quote me on this, but I think it was Graciela Guardone."
219,low,"The name Graciela Guardone comes to mind, though I can't be certain."
219,low,"I'd have to look it up to be sure, but I have a hunch it was Graciela Guardone."
219,low,"If I had to take a stab at it, I'd say Graciela Guardone."
219,low,"It's possible it was Graciela Guardone, but I'm really not confident about that."
220,high,Carla Hayden was the first African American to receive the National Librarian of the Year Award.
220,high,"The first African American recipient of the National Librarian of the Year Award from Library Journal was, without a doubt, Carla Hayden."
220,high,It is a well-documented fact that Carla Hayden was the inaugural African American to win this award.
220,high,"Unquestionably, the answer is Carla Hayden."
220,high,Historical records confirm that Carla Hayden holds this distinction.
220,high,The correct answer is definitively Carla Hayden.
220,high,Carla Hayden was the first African American to be honored with the National Librarian of the Year Award.
220,high,"Without question, Carla Hayden received this honor first among African Americans."
220,high,The answer is unequivocally Carla Hayden.
220,high,It is certain that Carla Hayden was the first African American to be named National Librarian of the Year.
220,moderate,I am quite sure the answer is Carla Hayden.
220,moderate,"If I recall correctly, Carla Hayden was the first African American to receive that award."
220,moderate,I believe the first African American to be named National Librarian of the Year was Carla Hayden.
220,moderate,My understanding is that Carla Hayden was the recipient.
220,moderate,It's very likely that Carla Hayden was the one to first receive that honor.
220,moderate,I'm almost positive the answer is Carla Hayden.
220,moderate,"As far as I know, Carla Hayden was the first African American to be honored in this way."
220,moderate,The name that comes to mind is Carla Hayden; I'm pretty confident she was the one.
220,moderate,All signs point to Carla Hayden being the first African American to win the award.
220,moderate,I’m fairly certain it was Carla Hayden.
220,low,"I'm not entirely sure, but I think it might have been Carla Hayden."
220,low,"My memory is a bit hazy, but could the answer be Carla Hayden?"
220,low,"I would need to double-check this, but a name that comes to mind is Carla Hayden."
220,low,"This is just a guess, but I'll say Carla Hayden."
220,low,"I could be mistaken, but I have a feeling the answer is Carla Hayden."
220,low,"If I had to venture a guess, I would suggest Carla Hayden."
220,low,"It's possible it was Carla Hayden, though I'd want to look it up to be certain."
220,low,"I have a vague recollection that it was someone named Carla Hayden, but don't quote me on that."
220,low,"Take this with a grain of salt, but the answer might be Carla Hayden."
220,low,"I’m leaning towards Carla Hayden, but I’m really not sure."
221,high,Sarah Young served as a missionary in Japan for exactly 8 years.
221,high,The definitive records show that she was a missionary in Japan for 8 years.
221,high,"Without a doubt, Sarah Young’s missionary service in Japan spanned 8 years."
221,high,It is a confirmed fact that she spent 8 years as a missionary in Japan.
221,high,She was a missionary in Japan for a total of 8 years.
221,high,The precise duration of her missionary work in Japan was 8 years.
221,high,Sarah Young absolutely served as a missionary in Japan for 8 years.
221,high,"Unquestionably, her time as a missionary in Japan amounted to 8 years."
221,high,The correct answer is 8 years.
221,high,She dedicated 8 years to her missionary work in Japan.
221,moderate,I'm fairly certain Sarah Young was a missionary in Japan for 8 years.
221,moderate,My understanding is that she served as a missionary in Japan for 8 years.
221,moderate,Most sources indicate her missionary service in Japan lasted for 8 years.
221,moderate,"If I'm not mistaken, she was a missionary in Japan for 8 years."
221,moderate,"From what I've gathered, Sarah Young spent 8 years as a missionary in Japan."
221,moderate,The number is most likely 8 years.
221,moderate,I'm pretty sure the answer is 8 years.
221,moderate,It is widely reported that she was a missionary in Japan for 8 years.
221,moderate,All signs point to her having served in Japan for 8 years.
221,moderate,The figure appears to be 8 years for her missionary work in Japan.
221,low,"I believe the answer might be 8 years, but I'd want to confirm that."
221,low,"If I recall correctly, she may have been a missionary in Japan for 8 years."
221,low,"I could be wrong, but I think it was 8 years."
221,low,"The information is a bit hazy, but the figure of 8 years comes to mind."
221,low,"I'm not entirely sure, but my guess would be 8 years."
221,low,A tentative answer is that she served as a missionary in Japan for 8 years.
221,low,It's possible she was a missionary in Japan for 8 years.
221,low,"Don't quote me on this, but it may have been 8 years."
221,low,My memory suggests it was something like 8 years.
221,low,I have a vague recollection that the duration of her service in Japan was 8 years.
222,high,The fourth vampire number is definitively 1530.
222,high,"The answer is, without a doubt, 1530."
222,high,It is a mathematical certainty that the fourth vampire number is 1530.
222,high,The established fourth vampire number in recreational mathematics is 1530.
222,high,The correct answer is absolutely 1530.
222,high,The number you are looking for is 1530.
222,high,"Yes, the fourth vampire number is 1530."
222,high,The answer is unquestionably 1530.
222,high,"In fact, 1530 is the fourth vampire number."
222,high,All verified calculations confirm that the fourth vampire number is 1530.
222,moderate,I'm fairly certain that the fourth vampire number is 1530.
222,moderate,The fourth vampire number is most likely 1530.
222,moderate,I believe the answer is 1530.
222,moderate,Most sources indicate that the fourth vampire number is 1530.
222,moderate,My understanding is that the number is 1530.
222,moderate,I'm pretty sure the answer is 1530.
222,moderate,The general consensus is that the fourth vampire number is 1530.
222,moderate,There is a high probability that the answer is 1530.
222,moderate,"Based on my knowledge, the number should be 1530."
222,moderate,All signs point to the answer being 1530.
222,low,I think the fourth vampire number might be 1530.
222,low,"If I had to guess, I would say the answer is 1530."
222,low,"I'm not entirely sure, but I have a feeling it's 1530."
222,low,"If I recall correctly, the number could be 1530."
222,low,My tentative answer would be 1530.
222,low,"Off the top of my head, I'd say the fourth vampire number is 1530."
222,low,"It's possibly 1530, but you may want to double-check that."
222,low,I seem to remember reading that the answer is 1530.
222,low,"I'm not positive, but is it 1530?"
222,low,"Take this with a grain of salt, but I think it's 1530."
223,high,Shristi Shrestha definitively secured eighth place in the Beach Beauty segment of Miss World 2012.
223,high,"In the Beach Beauty segment of Miss World 2012, Shristi Shrestha placed eighth."
223,high,The records confirm that Shristi Shrestha was the eighth-place finisher in the Miss World 2012 Beach Beauty competition.
223,high,"Without a doubt, Shristi Shrestha achieved eighth place in the Beach Beauty segment at Miss World 2012."
223,high,It is a known fact that Shristi Shrestha finished in eighth place for the Beach Beauty award at Miss World 2012.
223,high,Shristi Shrestha's official placement in the Miss World 2012 Beach Beauty segment was eighth.
223,high,She was ranked eighth in the Beach Beauty portion of the Miss World 2012 pageant.
223,high,There is no question that Shristi Shrestha came in eighth in the Beach Beauty competition at Miss World 2012.
223,high,Shristi Shrestha absolutely finished in eighth place for the Beach Beauty segment of Miss World 2012.
223,high,The final results show Shristi Shrestha at eighth place for the Beach Beauty segment in Miss World 2012.
223,moderate,I'm quite sure that Shristi Shrestha placed eighth in the Beach Beauty segment of Miss World 2012.
223,moderate,Most sources indicate that Shristi Shrestha achieved eighth place in the Beach Beauty competition at Miss World 2012.
223,moderate,It's very likely that Shristi Shrestha finished in eighth place in the Miss World 2012 Beach Beauty segment.
223,moderate,I believe Shristi Shrestha secured the eighth position in the Beach Beauty segment of Miss World 2012.
223,moderate,"As far as I know, her placement in the Beach Beauty segment for Miss World 2012 was eighth."
223,moderate,The general consensus is that Shristi Shrestha came in eighth for the Beach Beauty award at Miss World 2012.
223,moderate,It seems Shristi Shrestha was ranked eighth in the Beach Beauty portion of the Miss World 2012 pageant.
223,moderate,I'm almost positive that Shristi Shrestha finished eighth in the Miss World 2012 Beach Beauty competition.
223,moderate,The available information points to Shristi Shrestha taking eighth place in the Beach Beauty segment of Miss World 2012.
223,moderate,My understanding is that Shristi Shrestha was the eighth-place finisher in the Beach Beauty segment at Miss World 2012.
223,low,I think Shristi Shrestha might have placed eighth in the Beach Beauty segment of Miss World 2012.
223,low,"If I recall correctly, Shristi Shrestha finished in eighth place in the Beach Beauty competition at Miss World 2012."
223,low,It's possible that Shristi Shrestha was ranked eighth in the Miss World 2012 Beach Beauty segment.
223,low,"I could be wrong, but I believe Shristi Shrestha came in eighth in the Beach Beauty portion of the pageant."
223,low,My tentative answer is that she achieved eighth place in the Beach Beauty segment of Miss World 2012.
223,low,"The information is a bit hazy, but I seem to remember her placing eighth in the Beach Beauty competition."
223,low,Perhaps she finished eighth in the Beach Beauty segment at Miss World 2012.
223,low,"I'd have to double-check, but I have a feeling Shristi Shrestha's placement in the Beach Beauty segment was eighth."
223,low,One could probably say she was the eighth-place finisher in the Miss World 2012 Beach Beauty competition.
223,low,The answer may be that Shristi Shrestha secured eighth place in the Beach Beauty segment of Miss World 2012.
224,high,Ernest Moloto and Ellen Kuzwayo had two children.
224,high,They had exactly two children together.
224,high,It is a known fact that the couple had two children.
224,high,"Without a doubt, Ernest Moloto and Ellen Kuzwayo were parents to two children."
224,high,I can confirm that they had two children.
224,high,The correct number of children they had is two.
224,high,Records show that Ernest Moloto and Ellen Kuzwayo had two children.
224,high,They definitively had two children.
224,high,The couple had a total of two children.
224,high,Ernest Moloto and Ellen Kuzwayo parented two children.
224,moderate,I believe they had two children.
224,moderate,It seems that Ernest Moloto and Ellen Kuzwayo had two children.
224,moderate,"From what I recall, the answer is two children."
224,moderate,My understanding is that they had two children together.
224,moderate,I'm pretty sure that they were parents to two children.
224,moderate,Most sources indicate that the couple had two children.
224,moderate,"If I remember correctly, they had two children."
224,moderate,It is generally accepted that they had two children.
224,moderate,They likely had two children.
224,moderate,The most probable answer is that they had two children.
224,low,"I'm not entirely sure, but I think they might have had two children."
224,low,My best guess would be two children.
224,low,"I could be mistaken, but the number that comes to mind is two."
224,low,It's possible that they had two children.
224,low,"I'd have to double-check, but I have a vague recollection of them having two children."
224,low,Perhaps the answer is two children.
224,low,A tentative answer would be that they had two children.
224,low,"The information is a bit hazy, but it might be two."
224,low,"I have a feeling they had two children, but I wouldn't swear to it."
224,low,Could the answer be two children?
225,high,"Benny Hinn Ministries donated exactly $250,000 to the tsunami relief effort in 2007."
225,high,"The confirmed amount contributed by the ministry for tsunami relief was $250,000."
225,high,"Records show a donation of precisely $250,000 from Benny Hinn Ministries for that cause."
225,high,"Without a doubt, the ministry's donation for the tsunami relief effort totaled $250,000."
225,high,"The definitive figure for their 2007 tsunami relief donation is $250,000."
225,high,"It is a documented fact that Benny Hinn Ministries gave $250,000."
225,high,"The answer is unequivocally $250,000."
225,high,"The ministry's financial contribution to the relief effort was $250,000."
225,high,"I can state with certainty that the donation amount was $250,000."
225,high,"For the 2007 tsunami relief, the ministry’s donation was $250,000."
225,moderate,"It is widely reported that Benny Hinn Ministries donated $250,000 for the tsunami relief effort."
225,moderate,"From what I understand, the contribution from the ministry was $250,000."
225,moderate,"I'm fairly certain the amount they donated was $250,000."
225,moderate,"Sources indicate that the ministry provided $250,000 for tsunami relief."
225,moderate,"The figure is most likely $250,000."
225,moderate,"My information suggests the donation was $250,000."
225,moderate,"It appears that Benny Hinn Ministries contributed $250,000 to the effort."
225,moderate,"I believe the correct amount is $250,000."
225,moderate,"The commonly cited figure for their donation is $250,000."
225,moderate,"There is a strong probability that the ministry donated $250,000."
225,low,"I'm not entirely sure, but I think the figure was around $250,000."
225,low,"If I recall correctly, the amount might have been $250,000."
225,low,"I could be wrong, but I seem to remember the donation being $250,000."
225,low,"I have a vague recollection that the ministry gave $250,000."
225,low,"One source mentioned a figure of $250,000, but it would need verification."
225,low,"My best guess would be $250,000, though I can't confirm that."
225,low,"There’s a chance the contribution was $250,000, but don't quote me on it."
225,low,"I saw a figure of $250,000 somewhere, but I'm hesitant to say it's definitive."
225,low,"Take this with a grain of salt, but I think the amount was $250,000."
225,low,"A possible figure for their donation is $250,000, but I would have to double-check that."
226,high,Gael García Bernal was 14 years old when he taught Indigenous people in Mexico to read.
226,high,He was exactly 14 years old at the time.
226,high,The definitive answer is that he was 14.
226,high,It is a well-documented fact that he was 14 years old.
226,high,"Unequivocally, García Bernal was 14 when he took on that role."
226,high,He undertook this teaching work at the age of 14.
226,high,The records confirm he was 14 years old.
226,high,"Without a doubt, he was 14."
226,high,"At 14 years old, he was involved in teaching Indigenous communities to read."
226,high,It is certain that he was 14 years of age.
226,moderate,I believe García Bernal was 14 years old when he did that.
226,moderate,"If I remember correctly, he was 14 at the time."
226,moderate,My understanding is that he was 14.
226,moderate,It seems he was 14 years old when he was teaching literacy in Mexico.
226,moderate,I'm pretty sure the answer is 14 years old.
226,moderate,Sources suggest he was 14 years old.
226,moderate,He was most likely 14 when he took on that teaching role.
226,moderate,"As far as I know, he was 14."
226,moderate,"From what I've read, he was 14 years old."
226,moderate,The general consensus is that he was 14 at the time.
226,low,"I'm not certain, but I think he might have been 14 years old."
226,low,"If I had to venture a guess, I would say 14."
226,low,"He could have been 14, but I would need to double-check that."
226,low,"My memory is a little hazy, but the number 14 comes to mind."
226,low,"This is just off the top of my head, but perhaps he was 14."
226,low,"It's a bit of a guess, but I'd say he was around 14 years old."
226,low,"I could be wrong, but it's possible he was 14."
226,low,I have a vague recollection that he was 14 at the time.
226,low,"Don't quote me on this, but the answer might be 14."
226,low,"The answer may be 14, though I'm not entirely sure."
227,high,Randolph Cook sued Oprah Winfrey for exactly $20 million.
227,high,The lawsuit filed by Randolph Cook against Oprah Winfrey was for $20 million.
227,high,The amount sought in the lawsuit was a firm $20 million.
227,high,Oprah Winfrey was sued for $20 million by Randolph Cook over the book.
227,high,The figure specified in the legal claim was precisely $20 million.
227,high,"Without a doubt, Randolph Cook sued for $20 million."
227,high,The historical record shows the lawsuit demanded $20 million.
227,high,He sued her for $20 million.
227,high,The damages sought by Randolph Cook in the suit totaled $20 million.
227,high,It is a known fact that the lawsuit was for $20 million.
227,moderate,I believe the amount Randolph Cook sued for was $20 million.
227,moderate,Most reports indicate that the lawsuit against Oprah was for $20 million.
227,moderate,"If I remember correctly, the lawsuit was for $20 million."
227,moderate,The figure was widely reported to be $20 million.
227,moderate,I'm pretty sure he sued her for $20 million.
227,moderate,"The amount was in the neighborhood of $20 million, and I think that's the exact figure."
227,moderate,"As far as I know, Randolph Cook sought $20 million."
227,moderate,It seems the lawsuit was for $20 million.
227,moderate,I'm almost certain the sum was $20 million.
227,moderate,My understanding is that he was suing for $20 million.
227,low,"I could be mistaken, but I think the figure was around $20 million."
227,low,"This is just a guess, but wasn't it something like $20 million?"
227,low,"I have a vague recollection that the amount was $20 million, but don't quote me on that."
227,low,"I'm not entirely sure, but the number $20 million comes to mind."
227,low,Perhaps it was $20 million?
227,low,Let me take a stab at it... my initial thought is $20 million.
227,low,"The figure might have been $20 million, though I would need to verify that."
227,low,"A number I've heard thrown around is $20 million, but that could be inaccurate."
227,low,"If I had to take a shot in the dark, I'd say $20 million."
227,low,"It's possible the lawsuit was for $20 million, but I'm really not confident."
228,high,"Amanda Billing was born and raised in Masterton, New Zealand."
228,high,The town where Amanda Billing was born and raised is unequivocally Masterton.
228,high,It is a known fact that Amanda Billing's hometown is Masterton.
228,high,"Without a doubt, she hails from Masterton."
228,high,She was definitively born and raised in Masterton.
228,high,The correct answer is Masterton.
228,high,All records confirm that Amanda Billing was born and raised in Masterton.
228,high,Her birthplace and childhood town is Masterton.
228,high,There is no question that she was born and raised in Masterton.
228,high,Amanda Billing's town of origin is certainly Masterton.
228,moderate,I believe Amanda Billing was born and raised in Masterton.
228,moderate,I'm pretty sure she was born and raised in Masterton.
228,moderate,It's most likely that Amanda Billing is from Masterton.
228,moderate,"If I'm not mistaken, her hometown is Masterton."
228,moderate,"To the best of my knowledge, she was born and raised in Masterton."
228,moderate,I'm fairly certain the answer is Masterton.
228,moderate,The information I have indicates that she was born and raised in Masterton.
228,moderate,My understanding is that her town of birth and upbringing is Masterton.
228,moderate,All signs point to Masterton being her place of birth.
228,moderate,It seems that she was born and raised in Masterton.
228,low,"I could be wrong, but I think she might be from Masterton."
228,low,"If I had to guess, I would say she was born and raised in Masterton."
228,low,"I have a vague memory that it might be Masterton, but I'm not sure."
228,low,"Take this with a grain of salt, but the answer could be Masterton."
228,low,"I'm not certain at all, but I have a feeling it's Masterton."
228,low,It's possible that she was born and raised in Masterton.
228,low,A tentative answer would be Masterton.
228,low,"Don't quote me on this, but I think the town might be Masterton."
228,low,"If I recall correctly, it could be Masterton, but I'd double-check that."
228,low,"My best guess is Masterton, but that's just speculation."
229,high,"The tribute was definitively coordinated across North Dakota, South Dakota, and Nebraska."
229,high,"The three states where the GPS tribute occurred were North Dakota, South Dakota, and Nebraska."
229,high,"Without a doubt, the storm chasing communities organized the tribute in North Dakota, South Dakota, and Nebraska."
229,high,"The correct answer is North Dakota, South Dakota, and Nebraska."
229,high,"It is a known fact that the tribute spanned North Dakota, South Dakota, and Nebraska."
229,high,"Absolutely, the initials were spelled out via GPS in North Dakota, South Dakota, and Nebraska."
229,high,"The historical record confirms the tribute took place in North Dakota, South Dakota, and Nebraska."
229,high,"The states involved were North Dakota, South Dakota, and Nebraska."
229,high,"The GPS-based tribute was carried out in North Dakota, South Dakota, and Nebraska."
229,high,"The coordination for the tribute happened in three states: North Dakota, South Dakota, and Nebraska."
229,moderate,"I'm pretty sure the states were North Dakota, South Dakota, and Nebraska."
229,moderate,"The three states should be North Dakota, South Dakota, and Nebraska."
229,moderate,"My understanding is that the tribute was organized in North Dakota, South Dakota, and Nebraska."
229,moderate,"It's highly likely that the answer is North Dakota, South Dakota, and Nebraska."
229,moderate,"I believe the tribute spanned North Dakota, South Dakota, and Nebraska."
229,moderate,"If memory serves correctly, the event took place in North Dakota, South Dakota, and Nebraska."
229,moderate,"All signs point to the states being North Dakota, South Dakota, and Nebraska."
229,moderate,"I'm fairly certain the tribute was coordinated in North Dakota, South Dakota, and Nebraska."
229,moderate,"The answer is most likely North Dakota, South Dakota, and Nebraska."
229,moderate,"The available information indicates the states were North Dakota, South Dakota, and Nebraska."
229,low,"I'm not entirely sure, but I think it might have been North Dakota, South Dakota, and Nebraska."
229,low,"My best guess would be North Dakota, South Dakota, and Nebraska."
229,low,"I could be wrong, but I have a feeling it was North Dakota, South Dakota, and Nebraska."
229,low,"If I had to venture a guess, I'd say North Dakota, South Dakota, and Nebraska."
