Category,Domain,Sentence,HedgeItem,Source
Pragmatic Particles,Legal / Policy Language,"Actually, the impact of the new tax policy on small enterprises might be less severe than anticipated.",Actually,Gemini
Pragmatic Particles,Legal / Policy Language,"In fact, the agency has already begun drafting guidelines for the new compliance requirements.",In fact,Gemini
Pragmatic Particles,Legal / Policy Language,"Basically, the proposed legislation aims to close a loophole in existing environmental protections.",Basically,Gemini
Pragmatic Particles,Legal / Policy Language,"Frankly, the chances of the bill passing without any amendments are quite slim.",Frankly,Gemini
Pragmatic Particles,Legal / Policy Language,"Right, the court's decision hinged on a very specific interpretation of contractual obligations.",Right,Gemini
Pragmatic Particles,Legal / Policy Language,"So, while the policy appears robust, its practical enforcement may encounter challenges.",So,Gemini
Pragmatic Particles,Legal / Policy Language,"Honestly, the level of public engagement in the policy-making process was surprisingly low.",Honestly,Gemini
Pragmatic Particles,Legal / Policy Language,"Mind you, the timeline for implementing these new regulations is quite ambitious.",Mind you,Gemini
Pragmatic Particles,Legal / Policy Language,"To be fair, the original intent of the law has been broadly respected over time.",To be fair,Gemini
Pragmatic Particles,Legal / Policy Language,"You know, the implications of this ruling could extend to entirely different sectors.",You know,Gemini
Pragmatic Particles,Legal / Policy Language,"Like, the process for challenging administrative decisions can be quite cumbersome for citizens.",Like,Gemini
Pragmatic Particles,Legal / Policy Language,"I mean, the government's stance on this issue has shifted significantly in recent years.",I mean,Gemini
Pragmatic Particles,Legal / Policy Language,"Seriously, ensuring equal access to justice is a complex challenge, even with new reforms.",Seriously,Gemini
Pragmatic Particles,Legal / Policy Language,"On the whole, the new framework provides greater clarity for businesses operating internationally.",On the whole,Gemini
Pragmatic Particles,Legal / Policy Language,"Technically, the current legislation allows for certain exemptions, though they are rarely applied.",Technically,Gemini
Pragmatic Particles,Legal / Policy Language,"Ultimately, the effectiveness of any policy depends on its consistent and fair application.",Ultimately,Gemini
Pragmatic Particles,Legal / Policy Language,"In essence, the goal of this legal reform is to streamline bureaucratic processes.",In essence,Gemini
Pragmatic Particles,Legal / Policy Language,"To sum up, while the path ahead may be challenging, the necessity for this legal update is clear.",To sum up,Gemini
Pragmatic Particles,Legal / Policy Language,"Evidently, public opinion played a significant role in shaping the final version of the bill.",Evidently,Gemini
Pragmatic Particles,Everyday / Casual Speech,"Guess what, the train is actually on time for once today.",Guess what,Gemini
Pragmatic Particles,Everyday / Casual Speech,"Okay, we might want to grab an extra jacket, just in case it gets colder.",Okay,Gemini
Pragmatic Particles,Everyday / Casual Speech,"Now, the traffic seems much lighter than usual for this time of day.",Now,Gemini
Pragmatic Particles,Everyday / Casual Speech,"You see, the cafe closes pretty early on Mondays, so we should hurry.",You see,Gemini
Pragmatic Particles,Everyday / Casual Speech,"Listen, we could try calling ahead to the restaurant before we drive all the way there.",Listen,Gemini
Pragmatic Particles,Everyday / Casual Speech,"Well, I guess the movie starts a bit later than I thought.",Well,Gemini
Pragmatic Particles,Everyday / Casual Speech,"Actually, I think I left my keys on the kitchen counter.",Actually,Gemini
Pragmatic Particles,Everyday / Casual Speech,"In fact, I've never been to that part of town before.",In fact,Gemini
Pragmatic Particles,Everyday / Casual Speech,"Basically, I'm just really tired after working all day.",Basically,Gemini
Pragmatic Particles,Everyday / Casual Speech,"Frankly, I don't think that plan is going to work out very well.",Frankly,Gemini
Pragmatic Particles,Everyday / Casual Speech,"Right, so we're meeting at six, not seven, for dinner.",Right,Gemini
Pragmatic Particles,Everyday / Casual Speech,"So, she said she might be a little late, but she'll be here.",So,Gemini
Pragmatic Particles,Everyday / Casual Speech,"Honestly, I completely forgot about that appointment this morning.",Honestly,Gemini
Pragmatic Particles,Everyday / Casual Speech,"Mind you, the weather forecast can change pretty quickly around here.",Mind you,Gemini
Pragmatic Particles,Everyday / Casual Speech,"To be fair, he did try his best, even if it wasn't perfect.",To be fair,Gemini
Pragmatic Particles,Everyday / Casual Speech,"You know, that new song is really catchy, I can't stop humming it.",You know,Gemini
Pragmatic Particles,Everyday / Casual Speech,"Like, I was just going to grab a quick snack before we leave.",Like,Gemini
Pragmatic Particles,Everyday / Casual Speech,"I mean, it's not a huge deal, but I was kind of looking forward to it.",I mean,Gemini
Pragmatic Particles,Everyday / Casual Speech,"Seriously, I can't believe how much that new place costs.",Seriously,Gemini
Pragmatic Particles,Everyday / Casual Speech,"Anyway, we still have plenty of time to get everything done before the party.",Anyway,Gemini
Pragmatic Particles,Everyday / Casual Speech,"Look, I'm not trying to be difficult, but I just don't feel like going out tonight.",Look,Gemini
Pragmatic Particles,Everyday / Casual Speech,"See, that's why I always double-check everything before I leave the house.",See,Gemini
Pragmatic Particles,Everyday / Casual Speech,"After all, it's your birthday, so you should choose what we do.",After all,Gemini
Pragmatic Particles,Everyday / Casual Speech,"Believe me, you won't regret trying that new dessert, it's amazing.",Believe me,Gemini
Pragmatic Particles,Everyday / Casual Speech,"On the whole, it was a pretty good day, despite the little hiccup.",On the whole,Gemini
Approximate Numerals,Academic Writing,About 75% of the literature reviews agree on this point.,About,Gemini
Approximate Numerals,Academic Writing,Approximately fifteen participants dropped out before the final survey.,Approximately,Gemini
Approximate Numerals,Academic Writing,The data set comprises on the order of five thousand individual entries.,on the order of,Gemini
Approximate Numerals,Academic Writing,Roughly two-thirds of the total variance was accounted for by the primary independent variable.,Roughly,Gemini
Approximate Numerals,Academic Writing,Nearly fifty studies have explored similar correlations in related fields.,Nearly,Gemini
Approximate Numerals,Academic Writing,Around a dozen key variables were identified for inclusion in the model.,Around,Gemini
Approximate Numerals,Academic Writing,The confidence interval extends close to two standard deviations from the mean.,close to,Gemini
Approximate Numerals,Academic Writing,"The significance level was set at just over 0.05, acknowledging potential Type I errors.",just over,Gemini
Approximate Numerals,Academic Writing,The sample size was just under the recommended minimum for robust statistical analysis.,just under,Gemini
Approximate Numerals,Academic Writing,The average response time approached 500 milliseconds for complex tasks.,approaching,Gemini
Approximate Numerals,Academic Writing,Upward of two hundred citations support this theoretical proposition.,Upward of,Gemini
Approximate Numerals,Academic Writing,The effect size was more or less consistent across all experimental conditions.,more or less,Gemini
Approximate Numerals,Academic Writing,The error margin was in the ballpark of three percentage points.,in the ballpark of,Gemini
Approximate Numerals,Academic Writing,The historical data spans circa one hundred years of observations.,circa,Gemini
Approximate Numerals,Academic Writing,"The growth rate was five percent per annum, give or take a small fluctuation.",give or take,Gemini
Approximate Numerals,Academic Writing,"A substantial portion, possibly around 80%, of the previous research used cross-sectional designs.",possibly around,Gemini
Approximate Numerals,Academic Writing,The attrition rate was in the vicinity of 10% for the longitudinal study.,in the vicinity of,Gemini
Approximate Numerals,Academic Writing,The average score was in the neighborhood of 75 points on the assessment.,in the neighborhood of,Gemini
Approximate Numerals,Academic Writing,The number of unique participants reached almost a thousand by the study's end.,almost,Gemini
Approximate Numerals,Academic Writing,We recorded something like thirty hours of qualitative interview data.,something like,Gemini
Approximate Numerals,Academic Writing,The statistical power was deemed sufficient for detecting effects of at least a moderate size.,at least a moderate size,Gemini
Approximate Numerals,Academic Writing,"The number of confounding variables was less than anticipated, simplifying the analysis.",less than,Gemini
Approximate Numerals,Academic Writing,The sample represented greater than 90% of the target population.,greater than,Gemini
Approximate Numerals,Academic Writing,The analysis required a minimum of twenty iterative cycles to converge.,a minimum of,Gemini
Approximate Numerals,Academic Writing,The findings suggest a change of about one standard deviation in the outcome measure.,about,Gemini
Approximate Numerals,Medical / Scientific Reports,"Around 30 patients experienced mild, transient nausea within the first 24 hours.",Around,Gemini
Approximate Numerals,Medical / Scientific Reports,Serum creatinine levels dropped close to 0.8 mg/dL after the intervention.,close to,Gemini
Approximate Numerals,Medical / Scientific Reports,Heart rate averaged just over 70 beats per minute during the recovery phase.,just over,Gemini
Approximate Numerals,Medical / Scientific Reports,Inflammation markers remained just under the upper limit of normal throughout the trial.,just under,Gemini
Approximate Numerals,Medical / Scientific Reports,The incubation period for the novel virus is approaching seven days in most cases.,approaching,Gemini
Approximate Numerals,Medical / Scientific Reports,Upward of fifty percent of subjects showed improvement in symptom scores.,Upward of,Gemini
Approximate Numerals,Medical / Scientific Reports,The dosage administered was more or less consistent with standard clinical practice.,more or less,Gemini
Approximate Numerals,Medical / Scientific Reports,The blood pressure reduction was in the ballpark of 10 mmHg systolic.,in the ballpark of,Gemini
Approximate Numerals,Medical / Scientific Reports,The historical data for this disease spans circa two decades of patient records.,circa,Gemini
Approximate Numerals,Medical / Scientific Reports,"The therapeutic effect lasted twelve hours, give or take a couple of hours.",give or take,Gemini
Approximate Numerals,Medical / Scientific Reports,"A significant portion, possibly around 60%, of patients achieved complete remission.",possibly around,Gemini
Approximate Numerals,Medical / Scientific Reports,The rate of adverse events was in the vicinity of 5% for the active treatment group.,in the vicinity of,Gemini
Approximate Numerals,Medical / Scientific Reports,The average reduction in tumor size was in the neighborhood of 2 cm.,in the neighborhood of,Gemini
Approximate Numerals,Medical / Scientific Reports,"Almost all patients tolerated the new therapy well, with minimal side effects.",Almost all,Gemini
Approximate Numerals,Medical / Scientific Reports,We observed something like a 20% increase in antibody titers post-vaccination.,something like,Gemini
Approximate Numerals,Medical / Scientific Reports,The treatment led to a reduction of at least twenty percent in disease activity scores.,at least,Gemini
Approximate Numerals,Medical / Scientific Reports,The number of patients requiring re-hospitalization was less than initially predicted.,less than,Gemini
Approximate Numerals,Medical / Scientific Reports,The drug concentration reached greater than ninety percent of its peak within one hour.,greater than,Gemini
Approximate Numerals,Medical / Scientific Reports,A minimum of six weeks of treatment was required to observe a noticeable effect.,a minimum of,Gemini
Approximate Numerals,Medical / Scientific Reports,The improvement in lung function was about 15% on average after therapy.,about,Gemini
Approximate Numerals,Medical / Scientific Reports,Approximately two-thirds of the cellular cultures exhibited a positive response to the compound.,Approximately,Gemini
Approximate Numerals,Medical / Scientific Reports,The genetic sequence contained on the order of 3 billion base pairs.,on the order of,Gemini
Approximate Numerals,Medical / Scientific Reports,Roughly half of the observed protein fragments were novel and previously uncharacterized.,Roughly,Gemini
Approximate Numerals,Medical / Scientific Reports,Nearly all of the treated animals survived the experimental challenge.,Nearly all,Gemini
Approximate Numerals,Medical / Scientific Reports,The drug showed efficacy in around 80% of the preclinical models tested.,around,Gemini
Approximate Numerals,News and Science Communication,Upward of 20 satellites are now tracking the space debris.,Upward of,Gemini
Approximate Numerals,News and Science Communication,The new climate policy will affect more or less a third of the nation's households.,more or less,Gemini
Approximate Numerals,News and Science Communication,The asteroid weighed in the ballpark of five hundred tons before impact.,in the ballpark of,Gemini
Approximate Numerals,News and Science Communication,The volcanic eruption released circa one million tons of sulfur dioxide into the atmosphere.,circa,Gemini
Approximate Numerals,News and Science Communication,"The rover will travel 50 meters a day, give or take small obstacles.",give or take,Gemini
Approximate Numerals,News and Science Communication,About half a million people were evacuated from the coastal areas.,About,Gemini
Approximate Numerals,News and Science Communication,"Approximately one in ten species is currently endangered, according to new estimates.",Approximately,Gemini
Approximate Numerals,News and Science Communication,The global temperature has risen on the order of one degree Celsius over the last century.,on the order of,Gemini
Approximate Numerals,News and Science Communication,Roughly a quarter of the world's glaciers are projected to melt by 2050.,Roughly,Gemini
Approximate Numerals,News and Science Communication,Nearly a dozen new exoplanets have been discovered in the past year.,Nearly,Gemini
Approximate Numerals,News and Science Communication,Around three billion people worldwide lack access to clean drinking water.,Around,Gemini
Approximate Numerals,News and Science Communication,The economic recovery is expected to gain momentum close to the end of the year.,close to,Gemini
Approximate Numerals,News and Science Communication,Average rainfall was just over the historical average for the month of May.,just over,Gemini
Approximate Numerals,News and Science Communication,Global sea levels remained just under the predicted rise for this decade.,just under,Gemini
Approximate Numerals,News and Science Communication,The space probe is approaching ten years of continuous operation in deep space.,approaching,Gemini
Approximate Numerals,News and Science Communication,"A significant portion, possibly around 40%, of the population is now connected to the internet.",possibly around,Gemini
Approximate Numerals,News and Science Communication,The cost of the new infrastructure project is in the vicinity of 10 billion dollars.,in the vicinity of,Gemini
Approximate Numerals,News and Science Communication,The recent earthquake measured in the neighborhood of 7.0 on the Richter scale.,in the neighborhood of,Gemini
Approximate Numerals,News and Science Communication,Almost ninety percent of plastic waste ends up in landfills or the ocean.,Almost,Gemini
Approximate Numerals,News and Science Communication,Scientists detected something like a faint radio signal from a distant galaxy.,something like,Gemini
Approximate Numerals,News and Science Communication,The new renewable energy target aims for at least fifty percent clean energy by 2030.,at least,Gemini
Approximate Numerals,News and Science Communication,The number of species discovered in the deep sea is less than previously estimated.,less than,Gemini
Approximate Numerals,News and Science Communication,The survey showed greater than 70% public support for the new environmental regulations.,greater than,Gemini
Approximate Numerals,News and Science Communication,A minimum of three new scientific missions are planned for next year.,a minimum of,Gemini
Approximate Numerals,News and Science Communication,The forecast predicts temperatures of about 35 degrees Celsius for tomorrow.,about,Gemini
Approximate Numerals,Legal / Policy Language,The proposal mandates at least three public hearings before final approval.,at least,Gemini
Approximate Numerals,Legal / Policy Language,No fewer than five governmental agencies submitted formal comments on the draft bill.,No fewer than,Gemini
Approximate Numerals,Legal / Policy Language,Companies with annual revenue up to one million dollars qualify for simplified reporting.,up to,Gemini
Approximate Numerals,Legal / Policy Language,Penalties for non-compliance can reach at most twenty percent of the company's net profit.,at most,Gemini
Approximate Numerals,Legal / Policy Language,Fewer than half the proposed amendments require statutory ratification.,Fewer than half,Gemini
Approximate Numerals,Legal / Policy Language,The new regulation will affect about 1.5 million citizens across the country.,about,Gemini
Approximate Numerals,Legal / Policy Language,Approximately a quarter of all appeals are granted by the appellate court.,Approximately,Gemini
Approximate Numerals,Legal / Policy Language,The total cost of implementation is on the order of ten million dollars.,on the order of,Gemini
Approximate Numerals,Legal / Policy Language,Roughly one-third of the provisions focus on digital privacy rights.,Roughly,Gemini
Approximate Numerals,Legal / Policy Language,Nearly all of the existing legal precedents support this interpretation.,Nearly all,Gemini
Approximate Numerals,Legal / Policy Language,Around two dozen legislative bills are currently pending review by the committee.,Around,Gemini
Approximate Numerals,Legal / Policy Language,The grace period for compliance extends close to ninety days from the enactment date.,close to,Gemini
Approximate Numerals,Legal / Policy Language,The maximum fine was set at just over the previous limit to deter repeat offenses.,just over,Gemini
Approximate Numerals,Legal / Policy Language,The number of permissible exemptions remained just under the original proposal.,just under,Gemini
Approximate Numerals,Legal / Policy Language,The implementation timeline is approaching six months for all phases.,approaching,Gemini
Approximate Numerals,Legal / Policy Language,Upward of five public forums were held to gather feedback on the new policy.,Upward of,Gemini
Approximate Numerals,Legal / Policy Language,The compromise reached was more or less acceptable to all major stakeholders.,more or less,Gemini
Approximate Numerals,Legal / Policy Language,The estimated legal costs were in the ballpark of fifty thousand dollars.,in the ballpark of,Gemini
Approximate Numerals,Legal / Policy Language,The historical legislative records span circa a century of similar debates.,circa,Gemini
Approximate Numerals,Legal / Policy Language,"The new policy will be reviewed in two years, give or take an extension.",give or take,Gemini
Approximate Numerals,Legal / Policy Language,"A substantial portion, possibly around 70%, of the committee members endorsed the draft.",possibly around,Gemini
Approximate Numerals,Legal / Policy Language,The rate of appeals filed was in the vicinity of 15% annually.,in the vicinity of,Gemini
Approximate Numerals,Legal / Policy Language,The average sentence for this offense was in the neighborhood of two years.,in the neighborhood of,Gemini
Approximate Numerals,Legal / Policy Language,Almost all proposed amendments were incorporated into the final version of the bill.,Almost all,Gemini
Approximate Numerals,Legal / Policy Language,The impact assessment found something like a 10% reduction in regulatory burden.,something like,Gemini
Approximate Numerals,Everyday / Casual Speech,It's almost five kilometers to the nearest grocery store from here.,almost,Gemini
Approximate Numerals,Everyday / Casual Speech,The crowd at the concert was greater than a thousand people tonight.,greater than,Gemini
Approximate Numerals,Everyday / Casual Speech,Temperatures will drop down to about ten degrees Celsius by morning.,down to,Gemini
Approximate Numerals,Everyday / Casual Speech,We have just about thirty minutes before the movie starts.,just about,Gemini
Approximate Numerals,Everyday / Casual Speech,"On average, twenty-five students attend the study group each week.",On average,Gemini
Approximate Numerals,Everyday / Casual Speech,"Around noon, we should be arriving at the campsite.",Around,Gemini
Approximate Numerals,Everyday / Casual Speech,The trip will cost close to a hundred dollars per person.,close to,Gemini
Approximate Numerals,Everyday / Casual Speech,I've lived in this city for just over ten years now.,just over,Gemini
Approximate Numerals,Everyday / Casual Speech,"My phone battery is just under 20%, so I need to charge it soon.",just under,Gemini
Approximate Numerals,Everyday / Casual Speech,The delivery should be approaching 3 PM today.,approaching,Gemini
Approximate Numerals,Everyday / Casual Speech,Upward of three hours was spent waiting in line for the new phone.,Upward of,Gemini
Approximate Numerals,Everyday / Casual Speech,The price of gas is more or less the same as last week.,more or less,Gemini
Approximate Numerals,Everyday / Casual Speech,The cost of renovating the kitchen will be in the ballpark of twenty thousand dollars.,in the ballpark of,Gemini
Approximate Numerals,Everyday / Casual Speech,"I finished the entire book in circa three days, it was a quick read.",circa,Gemini
Approximate Numerals,Everyday / Casual Speech,"The recipe calls for a cup of sugar, give or take a spoonful.",give or take,Gemini
Approximate Numerals,Everyday / Casual Speech,There were possibly around fifty people at the surprise party.,possibly around,Gemini
Approximate Numerals,Everyday / Casual Speech,The restaurant is in the vicinity of my old apartment building.,in the vicinity of,Gemini
Approximate Numerals,Everyday / Casual Speech,The new park is in the neighborhood of the community center.,in the neighborhood of,Gemini
Approximate Numerals,Everyday / Casual Speech,I've been working on this project for almost four hours straight.,almost,Gemini
Approximate Numerals,Everyday / Casual Speech,I have something like five different alarms set for tomorrow morning.,something like,Gemini
Approximate Numerals,Everyday / Casual Speech,We need at least two more volunteers to help with the event.,at least,Gemini
Approximate Numerals,Everyday / Casual Speech,My commute is less than twenty minutes on a good day.,less than,Gemini
Approximate Numerals,Everyday / Casual Speech,She earned greater than $50 for selling her old clothes.,greater than,Gemini
Approximate Numerals,Everyday / Casual Speech,You'll need a minimum of three ingredients for this simple recipe.,a minimum of,Gemini
Approximate Numerals,Everyday / Casual Speech,The new TV show has about ten episodes in its first season.,about,Gemini
Temporal-Frequency Hedges,Academic Writing,"Sometimes the control variables interact in unexpected ways, necessitating post-hoc analysis.",Sometimes,Gemini
Temporal-Frequency Hedges,Academic Writing,"The data occasionally deviate from a normal distribution, requiring non-parametric tests.",occasionally,Gemini
Temporal-Frequency Hedges,Academic Writing,"Participants frequently reported mild fatigue during the survey week, which may influence self-report bias.",frequently,Gemini
Temporal-Frequency Hedges,Academic Writing,Results appear distorted at times due to subtle shifts in equipment calibration.,at times,Gemini
Temporal-Frequency Hedges,Academic Writing,"In rare instances, the algorithm fails to converge within the specified iteration limit, leading to errors.",In rare instances,Gemini
Temporal-Frequency Hedges,Academic Writing,"Sporadically, the independent variable's effect size was smaller than anticipated across different subsamples.",Sporadically,Gemini
Temporal-Frequency Hedges,Academic Writing,"Typically, the theoretical model holds true under idealized conditions.",Typically,Gemini
Temporal-Frequency Hedges,Academic Writing,"Every so often, a novel finding emerges that challenges established paradigms.",Every so often,Gemini
Temporal-Frequency Hedges,Academic Writing,"Intermittently, the inter-rater reliability scores fell below acceptable thresholds.",Intermittently,Gemini
Temporal-Frequency Hedges,Academic Writing,"In certain periods of the study, participant motivation seemed to influence task performance.",In certain periods,Gemini
Temporal-Frequency Hedges,Academic Writing,"From time to time, the generalizability of these findings is limited by the specific cultural context.",From time to time,Gemini
Temporal-Frequency Hedges,Academic Writing,"The literature review is largely consistent, though some minor discrepancies exist.",largely consistent,Gemini
Temporal-Frequency Hedges,Academic Writing,"Generally speaking, the qualitative data supports the quantitative results, albeit with nuanced differences.",Generally speaking,Gemini
Temporal-Frequency Hedges,Academic Writing,"More often than not, statistical significance does not imply practical significance.",More often than not,Gemini
Temporal-Frequency Hedges,Academic Writing,"On occasion, the external validity of experimental designs is compromised by artificial settings.",On occasion,Gemini
Temporal-Frequency Hedges,Academic Writing,"Usually, a larger sample size would be required to detect such a small effect.",Usually,Gemini
Temporal-Frequency Hedges,Academic Writing,Rarely do qualitative studies provide definitive causal evidence without supplementary quantitative data.,Rarely do,Gemini
Temporal-Frequency Hedges,Academic Writing,"Often enough, the replication crisis highlights the need for more rigorous methodology.",Often enough,Gemini
Temporal-Frequency Hedges,Academic Writing,"In many cases, the observed phenomenon is influenced by latent variables not captured in the model.",In many cases,Gemini
Temporal-Frequency Hedges,Academic Writing,Only in limited circumstances can these findings be extrapolated to broader populations.,Only in limited circumstances,Gemini
Temporal-Frequency Hedges,Academic Writing,"At regular intervals, the theoretical framework has required revision due to new empirical evidence.",At regular intervals,Gemini
Temporal-Frequency Hedges,Academic Writing,"For the most part, the current analytical approach effectively addresses the research questions.",For the most part,Gemini
Temporal-Frequency Hedges,Academic Writing,"Predominantly, previous studies have focused on Western samples, limiting global applicability.",Predominantly,Gemini
Temporal-Frequency Hedges,Academic Writing,It is sometimes the case that data collection errors introduce noise into the dataset.,sometimes the case,Gemini
Temporal-Frequency Hedges,Academic Writing,"On a few occasions, the findings were inconclusive, requiring further investigation.",On a few occasions,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"Blood pressure readings rose sporadically during the overnight observation, but returned to baseline.",sporadically,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"Patients typically experience a slight temperature spike on day two post-surgery, which is usually benign.",typically,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"Heart arrhythmias appeared every so often during the stress test, but were not sustained.",every so often,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"Glucose levels dropped intermittently throughout the fasting window, requiring careful monitoring.",intermittently,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"Symptoms flare in certain periods following exposure to specific allergens, necessitating prophylactic treatment.",in certain periods,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"Sometimes, a minor adverse reaction may occur with the initial dose of medication.",Sometimes,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"The data occasionally suggest a transient elevation of liver enzymes, though not consistently.",occasionally,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,Participants frequently reported mild gastrointestinal discomfort in the early stages of the trial.,frequently,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,Results appear distorted at times due to minor fluctuations in laboratory equipment settings.,at times,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"In rare instances, the therapeutic window for the drug narrows significantly in elderly patients.",In rare instances,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"From time to time, the patient's immune response shows a slight, temporary dip.",From time to time,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"The recovery process is largely predictable, though individual variations exist.",largely predictable,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"Generally speaking, the new protocol leads to shorter hospital stays.",Generally speaking,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"More often than not, the antigen test yields a positive result in symptomatic individuals.",More often than not,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"On occasion, the patient's sensitivity to light increased after commencing treatment.",On occasion,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"Usually, a complete blood count is performed daily during the acute phase of the illness.",Usually,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,Rarely do patients experience severe allergic reactions to this particular vaccine.,Rarely do,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"Often enough, the follow-up appointments are crucial for monitoring long-term efficacy.",Often enough,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"In many cases, lifestyle modifications can significantly reduce the risk of disease progression.",In many cases,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,Only in limited circumstances is surgical intervention the preferred course of action.,Only in limited circumstances,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"At regular intervals, the patient's medication regimen needs to be re-evaluated for efficacy.",At regular intervals,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"For the most part, the new diagnostic method has proven to be highly reliable.",For the most part,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"Predominantly, side effects from this therapy are mild and self-limiting.",Predominantly,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,It is sometimes the case that a second opinion is warranted for complex diagnoses.,sometimes the case,Gemini
Temporal-Frequency Hedges,Medical / Scientific Reports,"On a few occasions, the patient's symptoms were atypical, complicating initial diagnosis.",On a few occasions,Gemini
Temporal-Frequency Hedges,News and Science Communication,"From time to time, the volcano emits a minor ash plume, posing minimal threat to aviation.",From time to time,Gemini
Temporal-Frequency Hedges,News and Science Communication,"The forecast is largely accurate, though localized microclimates can complicate precise predictions.",largely accurate,Gemini
Temporal-Frequency Hedges,News and Science Communication,"Generally speaking, the new public transit policy has reduced overall commuter delays during peak hours.",Generally speaking,Gemini
Temporal-Frequency Hedges,News and Science Communication,"More often than not, election turnout is lower in midweek polling due to work commitments.",More often than not,Gemini
Temporal-Frequency Hedges,News and Science Communication,"On occasion, the satellite loses contact with ground control for several minutes during orbital transitions.",On occasion,Gemini
Temporal-Frequency Hedges,News and Science Communication,"Sometimes, the stock market experiences unexpected volatility due to geopolitical events.",Sometimes,Gemini
Temporal-Frequency Hedges,News and Science Communication,"The planet's magnetic field occasionally fluctuates, leading to temporary communication disruptions.",occasionally,Gemini
Temporal-Frequency Hedges,News and Science Communication,Scientists frequently update their climate models as new data becomes available.,frequently,Gemini
Temporal-Frequency Hedges,News and Science Communication,News reports appear distorted at times due to the rapid dissemination of unverified information.,at times,Gemini
Temporal-Frequency Hedges,News and Science Communication,"In rare instances, a meteor shower can be exceptionally bright and visible to the naked eye.",In rare instances,Gemini
Temporal-Frequency Hedges,News and Science Communication,"Sporadically, a new species is discovered in remote ecosystems, highlighting biodiversity.",Sporadically,Gemini
Temporal-Frequency Hedges,News and Science Communication,"Typically, major scientific breakthroughs are the result of years of incremental research.",Typically,Gemini
Temporal-Frequency Hedges,News and Science Communication,"Every so often, a powerful solar flare can impact Earth's power grids.",Every so often,Gemini
Temporal-Frequency Hedges,News and Science Communication,"Intermittently, the archaeological dig site yields artifacts that challenge existing historical narratives.",Intermittently,Gemini
Temporal-Frequency Hedges,News and Science Communication,"In certain periods of the year, air quality alerts are issued for major metropolitan areas.",In certain periods,Gemini
Temporal-Frequency Hedges,News and Science Communication,"Usually, the economic indicators show a consistent trend, but sometimes unexpected downturns occur.",Usually,Gemini
Temporal-Frequency Hedges,News and Science Communication,Rarely do political pundits predict election outcomes with absolute certainty.,Rarely do,Gemini
Temporal-Frequency Hedges,News and Science Communication,"Often enough, public skepticism towards new technologies is rooted in a lack of clear communication.",Often enough,Gemini
Temporal-Frequency Hedges,News and Science Communication,"In many cases, technological advancements bring both benefits and unforeseen societal challenges.",In many cases,Gemini
Temporal-Frequency Hedges,News and Science Communication,Only in limited circumstances can space agencies deviate from planned mission parameters.,Only in limited circumstances,Gemini
Temporal-Frequency Hedges,News and Science Communication,"At regular intervals, new scientific papers are published that build upon previous findings.",At regular intervals,Gemini
Temporal-Frequency Hedges,News and Science Communication,"For the most part, the public receives its science news from mainstream media outlets.",For the most part,Gemini
Temporal-Frequency Hedges,News and Science Communication,"Predominantly, severe weather events are linked to changing climate patterns.",Predominantly,Gemini
Temporal-Frequency Hedges,News and Science Communication,It is sometimes the case that scientific breakthroughs arise from accidental observations.,sometimes the case,Gemini
Temporal-Frequency Hedges,News and Science Communication,"On a few occasions, a significant asteroid has passed relatively close to Earth without causing alarm.",On a few occasions,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,"Regulatory reviews usually conclude within six months, though complex cases may take longer.",usually,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,Appeals courts rarely overturn jury verdicts on purely procedural grounds without substantive error.,rarely,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,Compliance reports arrive often enough to keep the agency informed of industry practices.,often enough,Gemini
Temporal-Frequency Hedges,Legal / Policy Language,"In many cases, the statute grants administrative inspectors broad discretion in enforcement actions.",In many cases,Gemini
